shannon	dependencia_terreno	richness
1.1088425290414632	0.1	6.015707734780441e-4
1.1088425290414632	0.2	6.01570773478044e-4
1.1088425290414632	0.30000000000000004	6.01570773478044e-4
1.1088425290414632	0.4	6.01570773478044e-4
1.108842529041463	0.5	6.015707734780441e-4
1.1088425290414632	0.6	6.015707734780441e-4
1.1088425290414632	0.7000000000000001	6.01570773478044e-4
1.1088425290414632	0.8	6.01570773478044e-4
1.1088425290414632	0.9	6.01570773478044e-4
1.1088425290414632	1	6.01570773478044e-4
