metric,value,dependencia_terreno,tipo
cohesion,99.97995731395888,0.6,Agriculture
cohesion,99.64733477430735,0.6,Urban
contig_mn,0.07575502513324886,0.6,Grassland
contig_mn,0.4388019546416262,0.6,Forest
contig_mn,0.41619865191436306,0.6,Agriculture
contig_mn,0.4053010951833583,0.6,Urban
core_mn,0.9584003219427856,0.6,Grassland
core_mn,3.0952189836716006,0.6,Forest
core_mn,28.00393971400715,0.6,Agriculture
core_mn,1.485518907974659,0.6,Urban
cpland,14.505743737588094,0.6,Grassland
cpland,21.352873414830945,0.6,Forest
cpland,51.83622410147586,0.6,Agriculture
cpland,3.4206487242969876,0.6,Urban
dcad,1.969091534287008,0.6,Grassland
dcad,8.078042738956546,0.6,Forest
dcad,2.838361301962782,0.6,Agriculture
dcad,2.126853469631625,0.6,Urban
dcore_mn,0.13009866950188298,0.6,Grassland
dcore_mn,1.1709576856837651,0.6,Forest
dcore_mn,1.5333929151771206,0.6,Agriculture
dcore_mn,0.92364966364052,0.6,Urban
division,0.9800003433051236,0.6,Grassland
division,0.9831644855087558,0.6,Forest
division,0.837203400532759,0.6,Agriculture
division,0.9993170171035932,0.6,Urban
ed,40.66992906518069,0.6,Grassland
ed,53.256113102043024,0.6,Forest
ed,46.5658039018843,0.6,Agriculture
ed,17.558392068698424,0.6,Urban
frac_mn,1.0296689278395492,0.6,Grassland
frac_mn,1.2073575624132695,0.6,Forest
frac_mn,1.2157518195351136,0.6,Agriculture
frac_mn,1.2183308068374556,0.6,Urban
gyrate_mn,3.680311771826114,0.6,Grassland
gyrate_mn,29.57424069846423,0.6,Forest
gyrate_mn,32.60525586210953,0.6,Agriculture
gyrate_mn,26.74506709481112,0.6,Urban
iji,98.10582048878562,0.6,Grassland
iji,74.2755495782466,0.6,Forest
iji,67.75475780792134,0.6,Agriculture
iji,75.10136340852569,0.6,Urban
lpi,14.072006698129623,0.6,Grassland
lpi,12.82051841203604,0.6,Forest
lpi,38.49146232711158,0.6,Agriculture
lpi,2.592550460358051,0.6,Urban
lsi,204.92908545727136,0.6,Grassland
lsi,221.47796863330845,0.6,Forest
lsi,130.67285844597396,0.6,Agriculture
lsi,172.33755522827687,0.6,Urban
mesh,13298.290127524886,0.6,Grassland
mesh,11194.369961763863,0.6,Forest
mesh,108247.67867362672,0.6,Agriculture
mesh,454.1330307376198,0.6,Urban
ndca,13093,0.6,Grassland
ndca,53713,0.6,Forest
ndca,18873,0.6,Agriculture
ndca,14142,0.6,Urban
nlsi,0.06116983170872697,0.6,Grassland
nlsi,0.05490319720647454,0.6,Forest
nlsi,0.02528675067731978,0.6,Agriculture
nlsi,0.10101073071115815,0.6,Urban
np,100639,0.6,Grassland
np,45871,0.6,Forest
np,12308,0.6,Agriculture
np,15311,0.6,Urban
pafrac,1.4199050660285677,0.6,Grassland
pafrac,1.4910342800756602,0.6,Forest
pafrac,1.51540063788965,0.6,Agriculture
pafrac,1.5609090972307964,0.6,Urban
para_mn,0.36777051958030954,0.6,Grassland
para_mn,0.22196096232756213,0.6,Forest
para_mn,0.23233999376800557,0.6,Agriculture
para_mn,0.2367578258349438,0.6,Urban
pd,15.135370268014222,0.6,Grassland
pd,6.8986632375528405,0.6,Forest
pd,1.8510332699919416,0.6,Agriculture
pd,2.3026625281805835,0.6,Urban
pladj,93.85486446306643,0.6,Grassland
pladj,94.48615143500736,0.6,Forest
pladj,97.83275879815614,0.6,Agriculture
pladj,89.84595893858142,0.6,Urban
pland,16.726100856468328,0.6,Grassland
pland,24.26633932393552,0.6,Forest
pland,54.674671127273854,0.6,Agriculture
pland,4.332888692322298,0.6,Urban
shape_mn,1.1212511098318592,0.6,Grassland
shape_mn,2.3475021938912137,0.6,Forest
shape_mn,2.4125060300756513,0.6,Agriculture
shape_mn,2.3918849106324376,0.6,Urban
split,50.000858277541425,0.6,Grassland
split,59.39824414157823,0.6,Forest
split,6.14263444858519,0.6,Agriculture
split,1464.165508771741,0.6,Urban
tca,96452.45,0.6,Grassland
tca,141980.79,0.6,Forest
tca,344672.49,0.6,Agriculture
tca,22744.78,0.6,Urban
te,27042490,0.6,Grassland
te,35411370,0.6,Forest
te,30962810,0.6,Agriculture
te,11675030,0.6,Urban
ai,93.9355024512328,0.7,Grassland
ai,94.45435616135364,0.7,Forest
ai,97.79748321093123,0.7,Agriculture
ai,89.3158270826514,0.7,Urban
area_mn,1.236848496980616,0.7,Grassland
area_mn,3.5175422380153036,0.7,Forest
area_mn,29.537378940526484,0.7,Agriculture
area_mn,1.8816863692769903,0.7,Urban
ca,111216.17999999992,0.7,Grassland
ca,161353.18,0.7,Forest
ca,363546.06,0.7,Agriculture
ca,28810.5,0.7,Urban
cai_mn,1.3362785182285903,0.7,Grassland
cai_mn,9.756138389088116,0.7,Forest
cai_mn,6.675487003276927,0.7,Agriculture
cai_mn,5.763396798524316,0.7,Urban
circle_mn,0.4356643198112076,0.7,Grassland
circle_mn,0.729592029021623,0.7,Forest
circle_mn,0.7646988847681121,0.7,Agriculture
circle_mn,0.7648521253917882,0.7,Urban
clumpy,0.927174089226753,0.7,Grassland
clumpy,0.926774385535558,0.7,Forest
clumpy,0.9514064907228046,0.7,Agriculture
clumpy,0.888319269064298,0.7,Urban
cohesion,99.96013089587365,0.7,Grassland
cohesion,99.08348268489192,0.7,Forest
cohesion,99.9791330523537,0.7,Agriculture
cohesion,99.66166213590148,0.7,Urban
contig_mn,0.07613493886523115,0.7,Grassland
contig_mn,0.431228161500104,0.7,Forest
contig_mn,0.3886114240667689,0.7,Agriculture
contig_mn,0.3837070288325331,0.7,Urban
core_mn,1.0710176937021092,0.7,Grassland
core_mn,3.090590569204944,0.7,Forest
core_mn,27.95795336366591,0.7,Agriculture
core_mn,1.471036509698909,0.7,Urban
cpland,14.483544272119818,0.7,Grassland
cpland,21.320943542101656,0.7,Forest
cpland,51.7511018370287,0.7,Agriculture
cpland,3.387300648469232,0.7,Urban
dcad,2.2880744369237407,0.7,Grassland
dcad,7.804779215104143,0.7,Forest
dcad,2.8370077677224557,0.7,Agriculture
dcad,2.0645908945766474,0.7,Urban
dcore_mn,0.16919672149378884,0.7,Grassland
dcore_mn,1.1313466024285497,0.7,Forest
dcore_mn,1.5326616834579134,0.7,Agriculture
dcore_mn,0.8966102801907125,0.7,Urban
division,0.9827794008756277,0.7,Grassland
division,0.9831644855087558,0.7,Forest
division,0.8372034005327591,0.7,Agriculture
division,0.9993170171035932,0.7,Urban
ed,40.317619141693264,0.7,Grassland
ed,53.72536838389456,0.7,Forest
ed,47.731828532116786,0.7,Agriculture
ed,18.597455187188373,0.7,Urban
frac_mn,1.0296678044223222,0.7,Grassland
frac_mn,1.2096221812655028,0.7,Forest
frac_mn,1.2305663704977767,0.7,Agriculture
frac_mn,1.2294490870376804,0.7,Urban
gyrate_mn,3.89440265082449,0.7,Grassland
gyrate_mn,31.26907131715573,0.7,Forest
gyrate_mn,35.70895760677445,0.7,Agriculture
gyrate_mn,28.944122690797226,0.7,Urban
iji,98.64619753177529,0.7,Grassland
iji,74.90607763408337,0.7,Forest
iji,68.12095274334185,0.7,Agriculture
iji,77.58180185876081,0.7,Urban
lpi,12.816426226849453,0.7,Grassland
lpi,12.820518412036035,0.7,Forest
lpi,38.49146232711157,0.7,Agriculture
lpi,2.5925504603580505,0.7,Urban
lsi,203.1793103448276,0.7,Grassland
lsi,223.69965148120488,0.7,Forest
lsi,133.77775934986315,0.7,Agriculture
lsi,182.2282768777614,0.7,Urban
mesh,11450.422715724484,0.7,Grassland
mesh,11194.369961763863,0.7,Forest
mesh,108247.6786736267,0.7,Agriculture
mesh,454.13303073761966,0.7,Urban
ndca,15214,0.7,Grassland
ndca,51896,0.7,Forest
ndca,18864,0.7,Agriculture
ndca,13728,0.7,Urban
nlsi,0.06064497548767197,0.7,Grassland
nlsi,0.05545643838646368,0.7,Forest
nlsi,0.02587655192008796,0.7,Agriculture
nlsi,0.10684172917348606,0.7,Urban
np,89919,0.7,Grassland
np,45871,0.7,Forest
np,12308,0.7,Agriculture
np,15311,0.7,Urban
pafrac,1.4257705907551552,0.7,Grassland
pafrac,1.488647160015032,0.7,Forest
pafrac,1.5168068444472875,0.7,Agriculture
pafrac,1.5602035609164835,0.7,Urban
para_mn,0.36757624860336546,0.7,Grassland
para_mn,0.22457433154103904,0.7,Forest
para_mn,0.24448452707669244,0.7,Agriculture
para_mn,0.2461474067436513,0.7,Urban
pd,13.523160595093062,0.7,Grassland
pd,6.89866323755284,0.7,Forest
pd,1.8510332699919416,0.7,Agriculture
pd,2.302662528180583,0.7,Urban
pladj,93.90733434649526,0.7,Grassland
pladj,94.43084109033364,0.7,Forest
pladj,97.78126326001168,0.7,Agriculture
pladj,89.26320265181097,0.7,Urban
pland,16.72610085646833,0.7,Grassland
pland,24.266339323935515,0.7,Forest
pland,54.674671127273854,0.7,Agriculture
pland,4.332888692322298,0.7,Urban
shape_mn,1.1247948863020856,0.7,Grassland
shape_mn,2.366721230617546,0.7,Forest
shape_mn,2.547813151349316,0.7,Agriculture
shape_mn,2.490812605179243,0.7,Urban
split,58.069988899787994,0.7,Grassland
split,59.39824414157825,0.7,Forest
split,6.142634448585192,0.7,Agriculture
split,1464.1655087717418,0.7,Urban
tca,96304.84,0.7,Grassland
tca,141768.48,0.7,Forest
tca,344106.49,0.7,Agriculture
tca,22523.04,0.7,Urban
te,26808230,0.7,Grassland
te,35723390,0.7,Forest
te,31738130,0.7,Agriculture
te,12365930,0.7,Urban
ai,94.03348070920664,0.8,Grassland
ai,94.28205759721426,0.8,Forest
ai,97.62237181420296,0.8,Agriculture
ai,89.80961865558315,0.8,Urban
area_mn,1.3265921561143186,0.8,Grassland
area_mn,3.5175422380153036,0.8,Forest
area_mn,29.537378940526487,0.8,Agriculture
area_mn,1.8816863692769903,0.8,Urban
ca,111216.18,0.8,Grassland
ca,161353.18000000005,0.8,Forest
ca,363546.06,0.8,Agriculture
ca,28810.500000000004,0.8,Urban
cai_mn,2.6017309724915356,0.8,Grassland
cai_mn,10.06141499741076,0.8,Forest
cai_mn,9.192125778913535,0.8,Agriculture
cai_mn,7.647455365808934,0.8,Urban
circle_mn,0.4402654579500149,0.8,Grassland
circle_mn,0.7650234314627432,0.8,Forest
circle_mn,0.7603137543300077,0.8,Agriculture
circle_mn,0.7639578365913121,0.8,Urban
clumpy,0.9283506674701346,0.8,Grassland
clumpy,0.9244993263003212,0.8,Forest
clumpy,0.9475430571618478,0.8,Agriculture
clumpy,0.8934808294603642,0.8,Urban
cohesion,99.93385386557703,0.8,Grassland
cohesion,99.34773484201192,0.8,Forest
cohesion,99.98116119337044,0.8,Agriculture
cohesion,99.66860206653791,0.8,Urban
contig_mn,0.10250135007344464,0.8,Grassland
contig_mn,0.42257744770732386,0.8,Forest
contig_mn,0.416293909442164,0.8,Agriculture
contig_mn,0.4053488492120973,0.8,Urban
core_mn,1.1408417624886684,0.8,Grassland
core_mn,3.0743517690915834,0.8,Forest
core_mn,27.778350666233344,0.8,Agriculture
core_mn,1.4646156358173863,0.8,Urban
cpland,14.384100111483097,0.8,Grassland
cpland,21.20891752873764,0.8,Forest
cpland,51.418651268700735,0.8,Agriculture
cpland,3.372515542784075,0.8,Urban
dcad,2.33755363304231,0.8,Grassland
dcad,7.641302357411485,0.8,Forest
dcad,3.443240714694954,0.8,Agriculture
dcad,2.114521268775325,0.8,Urban
dcore_mn,0.18539768118707953,0.8,Grassland
dcore_mn,1.1076497133265026,0.8,Forest
dcore_mn,1.8601722456938576,0.8,Agriculture
dcore_mn,0.9182940369668866,0.8,Urban
division,0.9918068193245028,0.8,Grassland
division,0.9831644855087558,0.8,Forest
division,0.8372034005327591,0.8,Agriculture
division,0.9993170171035932,0.8,Urban
ed,39.565234575304274,0.8,Grassland
ed,55.50479969257328,0.8,Forest
ed,51.61032074069245,0.8,Agriculture
ed,17.682315648034898,0.8,Urban
frac_mn,1.0314877699198994,0.8,Grassland
frac_mn,1.211029887986008,0.8,Forest
frac_mn,1.2090115575087783,0.8,Agriculture
frac_mn,1.211440589802058,0.8,Urban
gyrate_mn,5.068896302481013,0.8,Grassland
gyrate_mn,34.39843286550745,0.8,Forest
gyrate_mn,36.538564217301186,0.8,Agriculture
gyrate_mn,29.96164733588003,0.8,Urban
iji,99.1537611539807,0.8,Grassland
iji,71.49489140139876,0.8,Forest
iji,67.42456938489727,0.8,Agriculture
iji,78.39882707043347,0.8,Urban
lpi,6.901860586213876,0.8,Grassland
lpi,12.820518412036035,0.8,Forest
lpi,38.49146232711157,0.8,Agriculture
lpi,2.5925504603580505,0.8,Urban
lsi,199.9128935532234,0.8,Grassland
lsi,230.61874533233757,0.8,Forest
lsi,144.33427315697818,0.8,Agriculture
lsi,173.85243004418265,0.8,Urban
mesh,5447.858198381258,0.8,Grassland
mesh,11194.369961763863,0.8,Forest
mesh,108247.6786736267,0.8,Agriculture
mesh,454.13303073761966,0.8,Urban
ndca,15543,0.8,Grassland
ndca,50809,0.8,Forest
ndca,22895,0.8,Agriculture
ndca,14060,0.8,Urban
nlsi,0.05966519290793371,0.8,Grassland
nlsi,0.05717942402785739,0.8,Forest
nlsi,0.02787651981051679,0.8,Agriculture
nlsi,0.10190381344416843,0.8,Urban
np,83836,0.8,Grassland
np,45871,0.8,Forest
np,12308,0.8,Agriculture
np,15311,0.8,Urban
pafrac,1.3500036446762749,0.8,Grassland
pafrac,1.486754548354748,0.8,Forest
pafrac,1.5002967661524336,0.8,Agriculture
pafrac,1.5545243168001135,0.8,Urban
para_mn,0.3560264319138235,0.8,Grassland
para_mn,0.22706845876542583,0.8,Forest
para_mn,0.22907414656286829,0.8,Agriculture
para_mn,0.23323850323020837,0.8,Urban
pd,12.608321841326326,0.8,Grassland
pd,6.89866323755284,0.8,Forest
pd,1.8510332699919416,0.8,Agriculture
pd,2.302662528180583,0.8,Urban
pladj,94.00528322407766,0.8,Grassland
pladj,94.25858542112402,0.8,Forest
pladj,97.60618090593528,0.8,Agriculture
pladj,89.75670328526058,0.8,Urban
pland,16.726100856468342,0.8,Grassland
pland,24.26633932393552,0.8,Forest
pland,54.67467112727385,0.8,Agriculture
pland,4.332888692322297,0.8,Urban
shape_mn,1.137471935277014,0.8,Grassland
shape_mn,2.3783606873115852,0.8,Forest
shape_mn,2.3490468794016506,0.8,Agriculture
shape_mn,2.330471407546099,0.8,Urban
split,122.0527215993932,0.8,Grassland
split,59.398244141578246,0.8,Forest
split,6.142634448585192,0.8,Agriculture
split,1464.1655087717418,0.8,Urban
tca,95643.61,0.8,Grassland
tca,141023.59,0.8,Forest
tca,341895.94,0.8,Agriculture
tca,22424.73,0.8,Urban
te,26307950,0.8,Grassland
te,36906580,0.8,Forest
te,34317040,0.8,Agriculture
te,11757430,0.8,Urban
ai,94.0696958334304,0.9,Grassland
ai,93.73941072700832,0.9,Forest
ai,97.38325515993728,0.9,Agriculture
ai,88.86935517620715,0.9,Urban
area_mn,1.651243151752706,0.9,Grassland
area_mn,3.5175422380153036,0.9,Forest
area_mn,29.537378940526487,0.9,Agriculture
area_mn,1.8816863692769903,0.9,Urban
ca,111216.18,0.9,Grassland
ca,161353.18000000005,0.9,Forest
ca,363546.06,0.9,Agriculture
ca,28810.500000000004,0.9,Urban
cai_mn,3.9643574413085743,0.9,Grassland
cai_mn,9.894407668283757,0.9,Forest
cai_mn,8.796357320801901,0.9,Agriculture
cai_mn,6.828883937535554,0.9,Urban
circle_mn,0.4442848354632136,0.9,Grassland
circle_mn,0.8045958886682973,0.9,Forest
circle_mn,0.8009295988311118,0.9,Agriculture
circle_mn,0.8065846195231406,0.9,Urban
clumpy,0.9287855591300214,0.9,Grassland
clumpy,0.9173341257097014,0.9,Forest
clumpy,0.9422674935815566,0.9,Agriculture
clumpy,0.8836523370294388,0.9,Urban
cohesion,99.9350379517953,0.9,Grassland
cohesion,99.4933506265746,0.9,Forest
cohesion,99.98136077162798,0.9,Agriculture
cohesion,99.67482069287908,0.9,Urban
contig_mn,0.12778079260425354,0.9,Grassland
contig_mn,0.4001396616352429,0.9,Forest
contig_mn,0.38941553845813376,0.9,Agriculture
contig_mn,0.372533001940692,0.9,Urban
core_mn,1.413024809585319,0.9,Grassland
core_mn,3.0357175557541805,0.9,Forest
core_mn,27.585671920701984,0.9,Agriculture
core_mn,1.4309614003004376,0.9,Urban
cpland,14.313092201308685,0.9,Grassland
cpland,20.94239310147513,0.9,Forest
cpland,51.06199650030187,0.9,Agriculture
cpland,3.295021195744633,0.9,Urban
dcad,2.8475352562583214,0.9,Grassland
dcad,7.774700676430242,0.9,Forest
dcad,4.001197607095841,0.9,Agriculture
dcad,2.1464045197696615,0.9,Urban
dcore_mn,0.2811159116891601,0.9,Grassland
dcore_mn,1.1269865492359006,0.9,Forest
dcore_mn,2.1616022099447516,0.9,Agriculture
dcore_mn,0.932140291293841,0.9,Urban
division,0.990429069255186,0.9,Grassland
division,0.9831644855087558,0.9,Forest
division,0.8372034005327591,0.9,Agriculture
division,0.9993170171035932,0.9,Urban
ed,39.31070998104571,0.9,Grassland
ed,60.655328340937594,0.9,Forest
ed,56.93246249146071,0.9,Agriculture
ed,19.345102383736226,0.9,Urban
frac_mn,1.0337061403039234,0.9,Grassland
frac_mn,1.2228588096058584,0.9,Forest
frac_mn,1.223206633570871,0.9,Agriculture
frac_mn,1.2292612070947615,0.9,Urban
gyrate_mn,6.674804663788021,0.9,Grassland
gyrate_mn,41.18576087635675,0.9,Forest
gyrate_mn,42.16669154971552,0.9,Agriculture
gyrate_mn,35.41114381951693,0.9,Urban
iji,99.35496866980084,0.9,Grassland
iji,69.76204208415453,0.9,Forest
iji,65.43512504834787,0.9,Agriculture
iji,81.81668269265016,0.9,Urban
lpi,8.970393273283737,0.9,Grassland
lpi,12.820518412036035,0.9,Forest
lpi,38.49146232711157,0.9,Agriculture
lpi,2.5925504603580505,0.9,Urban
lsi,198.7055472263868,0.9,Grassland
lsi,252.41013193925815,0.9,Forest
lsi,158.7493158636703,0.9,Agriculture
lsi,189.80147275405008,0.9,Urban
mesh,6363.959930751686,0.9,Grassland
mesh,11194.369961763863,0.9,Forest
mesh,108247.6786736267,0.9,Agriculture
mesh,454.13303073761966,0.9,Urban
ndca,18934,0.9,Grassland
ndca,51696,0.9,Forest
ndca,26605,0.9,Agriculture
ndca,14272,0.9,Urban
nlsi,0.05930304166569604,0.9,Grassland
nlsi,0.06260589272991682,0.9,Forest
nlsi,0.03059427303792349,0.9,Agriculture
nlsi,0.1113064482379285,0.9,Urban
np,67353,0.9,Grassland
np,45871,0.9,Forest
np,12308,0.9,Agriculture
np,15311,0.9,Urban
pafrac,1.3237454194353453,0.9,Grassland
pafrac,1.5154473492266285,0.9,Forest
pafrac,1.5291794001565826,0.9,Agriculture
pafrac,1.5866413581925476,0.9,Urban
para_mn,0.34522664228672656,0.9,Grassland
para_mn,0.23875757303874215,0.9,Forest
para_mn,0.24286416268157215,0.9,Agriculture
para_mn,0.2497237832382937,0.9,Urban
pd,10.129399076516677,0.9,Grassland
pd,6.89866323755284,0.9,Forest
pd,1.8510332699919416,0.9,Agriculture
pd,2.302662528180583,0.9,Urban
pladj,94.04148748860102,0.9,Grassland
pladj,93.71607364664273,0.9,Forest
pladj,97.36710390974945,0.9,Agriculture
pladj,88.81699380434218,0.9,Urban
pland,16.726100856468342,0.9,Grassland
pland,24.26633932393552,0.9,Forest
pland,54.67467112727385,0.9,Agriculture
pland,4.332888692322297,0.9,Urban
shape_mn,1.158157821583833,0.9,Grassland
shape_mn,2.5033644275630578,0.9,Forest
shape_mn,2.4917177498256167,0.9,Agriculture
shape_mn,2.5013999978244557,0.9,Urban
split,104.48304628490352,0.9,Grassland
split,59.398244141578246,0.9,Forest
split,6.142634448585192,0.9,Agriculture
split,1464.1655087717418,0.9,Urban
tca,95171.46,0.9,Grassland
tca,139251.4,0.9,Forest
tca,339524.45,0.9,Agriculture
tca,21909.45,0.9,Urban
te,26138710,0.9,Grassland
te,40331300,0.9,Forest
te,37855870,0.9,Agriculture
te,12863060,0.9,Urban
ai,94.20971745367518,1,Grassland
ai,92.51569355751282,1,Forest
ai,96.61462395920786,1,Agriculture
ai,84.33151203265318,1,Urban
area_mn,10.602114394661584,1,Grassland
area_mn,3.5175422380153036,1,Forest
area_mn,29.537378940526484,1,Agriculture
area_mn,1.8816863692769903,1,Urban
ca,111216.18,1,Grassland
ca,161353.18000000005,1,Forest
ca,363546.06,1,Agriculture
ca,28810.5,1,Urban
cai_mn,12.502358121698384,1,Grassland
cai_mn,9.083597642123774,1,Forest
cai_mn,2.521947259250687,1,Agriculture
cai_mn,2.0624996286502686,1,Urban
circle_mn,0.5876567212225223,1,Grassland
circle_mn,0.8324052397148499,1,Forest
circle_mn,0.8993544795753389,1,Agriculture
circle_mn,0.8930956866493589,1,Urban
clumpy,0.9304670178065684,1,Grassland
clumpy,0.9011759582769964,1,Forest
clumpy,0.9253093992919876,1,Agriculture
clumpy,0.8362186570371614,1,Urban
cohesion,99.9672595542603,1,Grassland
cohesion,99.45010931395612,1,Forest
cohesion,99.97687131280834,1,Agriculture
cohesion,99.63654992156933,1,Urban
contig_mn,0.39429974006727214,1,Grassland
contig_mn,0.3674948709191659,1,Forest
contig_mn,0.2581170613179457,1,Agriculture
contig_mn,0.2599769865697849,1,Urban
core_mn,9.052738798856051,1,Grassland
core_mn,2.958897342547579,1,Forest
core_mn,26.945287617809555,1,Agriculture
core_mn,1.3255580954869048,1,Urban
cpland,14.281775930768347,1,Grassland
cpland,20.412436320725774,1,Forest
cpland,49.87662385006739,1,Agriculture
cpland,3.052312955404115,1,Urban
dcad,4.243329843420753,1,Grassland
dcad,7.235542870700544,1,Forest
dcad,7.041987474333984,1,Agriculture
dcad,2.3219127929318804,1,Urban
dcore_mn,2.689704480457579,1,Grassland
dcore_mn,1.0488325957576683,1,Forest
dcore_mn,3.804354891127722,1,Agriculture
dcore_mn,1.0083600026125008,1,Urban
division,0.9820515947095468,1,Grassland
division,0.9831644855087558,1,Forest
division,0.8372034005327591,1,Agriculture
division,0.9993170171035932,1,Urban
ed,38.51304217468317,1,Grassland
ed,72.44831123443045,1,Forest
ed,73.65803998135613,1,Agriculture
ed,27.23001082586764,1,Urban
frac_mn,1.0885768717182924,1,Grassland
frac_mn,1.237259498736636,1,Forest
frac_mn,1.2985727520177093,1,Agriculture
frac_mn,1.292913406343638,1,Urban
gyrate_mn,30.57549262895588,1,Grassland
gyrate_mn,63.85125274905126,1,Forest
gyrate_mn,79.96617757568498,1,Agriculture
gyrate_mn,61.03218357704249,1,Urban
iji,99.53802415868664,1,Grassland
iji,64.21094390957695,1,Forest
iji,67.04418636517806,1,Agriculture
iji,91.60196742072723,1,Urban
lpi,13.106780376376369,1,Grassland
lpi,12.820518412036035,1,Forest
lpi,38.49146232711157,1,Agriculture
lpi,2.5925504603580505,1,Urban
lsi,194.0374812593703,1,Grassland
lsi,301.55165546427685,1,Forest
lsi,205.0859109378887,1,Agriculture
lsi,266.7737849779087,1,Urban
mesh,11934.359900287542,1,Grassland
mesh,11194.369961763863,1,Forest
mesh,108247.6786736267,1,Agriculture
mesh,454.13303073761966,1,Urban
ndca,28215,1,Grassland
ndca,48111,1,Forest
ndca,46824,1,Agriculture
ndca,15439,1,Urban
nlsi,0.05790282546324823,1,Grassland
nlsi,0.07484306442487187,1,Forest
nlsi,0.03922837040266035,1,Agriculture
nlsi,0.15668487967346825,1,Urban
np,10490,1,Grassland
np,45871,1,Forest
np,12308,1,Agriculture
np,15311,1,Urban
pafrac,1.4452780591554333,1,Grassland
pafrac,1.6120387317959854,1,Forest
pafrac,1.7096464728909684,1,Agriculture
pafrac,1.739758532751341,1,Urban
para_mn,0.22570561179598775,1,Grassland
para_mn,0.2535755570222701,1,Forest
para_mn,0.31212165405371245,1,Agriculture
para_mn,0.30976066867230667,1,Urban
pd,1.5776193534461704,1,Grassland
pd,6.89866323755284,1,Forest
pd,1.8510332699919416,1,Agriculture
pd,2.302662528180583,1,Urban
pladj,94.18146712106098,1,Grassland
pladj,92.49266113007502,1,Forest
pladj,96.5986001883778,1,Agriculture
pladj,84.28182433487791,1,Urban
pland,16.726100856468342,1,Grassland
pland,24.26633932393552,1,Forest
pland,54.67467112727385,1,Agriculture
pland,4.332888692322296,1,Urban
shape_mn,1.5876003383577943,1,Grassland
shape_mn,2.7251288009164494,1,Forest
shape_mn,3.489612855826792,1,Agriculture
shape_mn,3.281953318926961,1,Urban
split,55.71525624796848,1,Grassland
split,59.398244141578246,1,Forest
split,6.142634448585192,1,Agriculture
split,1464.1655087717418,1,Urban
tca,94963.23,1,Grassland
tca,135727.58,1,Forest
tca,331642.60000000003,1,Agriculture
tca,20295.62,1,Urban
te,25608320,1,Grassland
te,48172760,1,Forest
te,48977140,1,Agriculture
te,18105940,1,Urban
