layer,level,class,id,metric,value,dependencia_terreno
1,landscape,NA,NA,ai,95.97644780800553,0.4
1,landscape,NA,NA,area_mn,3.396117881403545,0.4
1,landscape,NA,NA,cai_mn,3.8025233292803216,0.4
1,landscape,NA,NA,circle_mn,0.5265924466819735,0.4
1,landscape,NA,NA,cohesion,99.94149266470743,0.4
1,landscape,NA,NA,condent,0.2834030490922741,0.4
1,landscape,NA,NA,contag,52.92197523699369,0.4
1,landscape,NA,NA,contig_mn,0.20701724619627668,0.4
1,landscape,NA,NA,core_mn,3.093542928648043,0.4
1,landscape,NA,NA,dcad,15.43630604744661,0.4
1,landscape,NA,NA,dcore_mn,0.5242351499055109,0.4
1,landscape,NA,NA,division,0.8068206975029131,0.4
1,landscape,NA,NA,ed,80.1127590273515,0.4
1,landscape,NA,NA,ent,1.599717941427978,0.4
1,landscape,NA,NA,frac_mn,1.095431423978468,0.4
1,landscape,NA,NA,gyrate_mn,12.546638243572975,0.4
1,landscape,NA,NA,iji,82.45309722369578,0.4
1,landscape,NA,NA,joinent,1.8831209905202522,0.4
1,landscape,NA,NA,lpi,38.49146232711157,0.4
1,landscape,NA,NA,lsi,166.53188423569807,0.4
1,landscape,NA,NA,mesh,128449.92543783375,0.4
1,landscape,NA,NA,msidi,0.947597911842439,0.4
1,landscape,NA,NA,msiei,0.683547404085912,0.4
1,landscape,NA,NA,mutinf,1.316314892335704,0.4
1,landscape,NA,NA,ndca,102640,0.4
1,landscape,NA,NA,np,195790,0.4
1,landscape,NA,NA,pafrac,1.5393904468274409,0.4
1,landscape,NA,NA,para_mn,0.314951515708076,0.4
1,landscape,NA,NA,pd,29.44538543481656,0.4
1,landscape,NA,NA,pladj,95.99277237159099,0.4
1,landscape,NA,NA,pr,4,0.4
1,landscape,NA,NA,prd,6.01570773478044e-4,0.4
1,landscape,NA,NA,relmutinf,0.8228418637104887,0.4
1,landscape,NA,NA,rpr,NA,0.4
1,landscape,NA,NA,shape_mn,1.5704621189558274,0.4
1,landscape,NA,NA,shdi,1.1088425290414632,0.4
1,landscape,NA,NA,shei,0.7998608088874477,0.4
1,landscape,NA,NA,sidi,0.6123288738659263,0.4
1,landscape,NA,NA,siei,0.8164384984879017,0.4
1,landscape,NA,NA,split,5.176537999018192,0.4
1,landscape,NA,NA,ta,664925.9199999999,0.4
1,landscape,NA,NA,tca,605684.77,0.4
1,landscape,NA,NA,te,53269050,0.4
