layer,level,class,id,metric,value,dependencia_terreno
1,class,2,NA,pland,4.332888692322297,0.8
1,class,-1,NA,shape_mn,1.137471935277014,0.8
1,class,0,NA,shape_mn,2.3783606873115852,0.8
1,class,1,NA,shape_mn,2.3490468794016506,0.8
1,class,2,NA,shape_mn,2.330471407546099,0.8
1,class,-1,NA,split,122.05272159939321,0.8
1,class,0,NA,split,59.398244141578246,0.8
1,class,1,NA,split,6.142634448585192,0.8
1,class,2,NA,split,1464.1655087717418,0.8
1,class,-1,NA,tca,95643.61,0.8
1,class,0,NA,tca,141023.59,0.8
1,class,1,NA,tca,341895.94,0.8
1,class,2,NA,tca,22424.73,0.8
1,class,-1,NA,te,26307950,0.8
1,class,0,NA,te,36906580,0.8
1,class,1,NA,te,34317040,0.8
1,class,2,NA,te,11757430,0.8
