layer,level,class,id,metric,value,dependencia_terreno
1,class,-1,NA,ai,93.0357142375311,0.1
1,class,0,NA,ai,93.94458016746448,0.1
1,class,1,NA,ai,97.70664333993932,0.1
1,class,2,NA,ai,89.6617034558985,0.1
1,class,-1,NA,area_mn,0.7380804735769796,0.1
1,class,0,NA,area_mn,3.5175422380153036,0.1
1,class,1,NA,area_mn,29.537378940526484,0.1
1,class,2,NA,area_mn,1.8816863692769905,0.1
1,class,-1,NA,ca,111216.17999999986,0.1
1,class,0,NA,ca,161353.18000000005,0.1
1,class,1,NA,ca,363546.06,0.1
1,class,2,NA,ca,28810.5,0.1
1,class,-1,NA,cai_mn,0.24182976138851184,0.1
1,class,0,NA,cai_mn,7.909000951378174,0.1
1,class,1,NA,cai_mn,7.637295231608821,0.1
1,class,2,NA,cai_mn,6.8147651624972125,0.1
1,class,-1,NA,circle_mn,0.4365887995246509,0.1
1,class,0,NA,circle_mn,0.6751143799960334,0.1
1,class,1,NA,circle_mn,0.6748190039908587,0.1
1,class,2,NA,circle_mn,0.6786460195174864,0.1
1,class,-1,NA,clumpy,0.9163689243076609,0.1
1,class,0,NA,clumpy,0.9200432175273244,0.1
1,class,1,NA,clumpy,0.9494023161640937,0.1
1,class,2,NA,clumpy,0.8919346847334795,0.1
1,class,-1,NA,cohesion,99.95435461676354,0.1
1,class,0,NA,cohesion,99.16038671729642,0.1
1,class,1,NA,cohesion,99.98008312544538,0.1
1,class,2,NA,cohesion,99.66535647442947,0.1
1,class,-1,NA,contig_mn,0.05680705481346599,0.1
1,class,0,NA,contig_mn,0.427942827885764,0.1
1,class,1,NA,contig_mn,0.4255123954037456,0.1
1,class,2,NA,contig_mn,0.4203016120051015,0.1
1,class,-1,NA,core_mn,0.6350989826324137,0.1
1,class,0,NA,core_mn,3.0681395653026966,0.1
1,class,1,NA,core_mn,27.984548261293465,0.1
1,class,2,NA,core_mn,1.4817000849062765,0.1
1,class,-1,NA,cpland,14.392373213545358,0.1
1,class,0,NA,cpland,21.166061626835067,0.1
1,class,1,NA,cpland,51.80032987734936,0.1
1,class,2,NA,cpland,3.4118552635156716,0.1
1,class,-1,NA,dcad,1.3225533454914802,0.1
1,class,0,NA,dcad,9.499704869378535,0.1
1,class,1,NA,dcad,3.176744862044182,0.1
1,class,2,NA,dcad,2.3936501076691377,0.1
1,class,-1,NA,dcore_mn,0.05836092989919236,0.1
1,class,0,NA,dcore_mn,1.377035599834318,0.1
1,class,1,NA,dcore_mn,1.7162008449788755,0.1
1,class,2,NA,dcore_mn,1.0395140748481484,0.1
1,class,-1,NA,division,0.982858121345005,0.1
1,class,0,NA,division,0.9831644855087558,0.1
1,class,1,NA,division,0.837203400532759,0.1
1,class,2,NA,division,0.9993170171035931,0.1
1,class,-1,NA,ed,46.26334915624888,0.1
1,class,0,NA,ed,58.799557701104526,0.1
1,class,1,NA,ed,49.68888865093424,0.1
1,class,2,NA,ed,17.972799135278112,0.1
1,class,-1,NA,frac_mn,1.0297245434259588,0.1
1,class,0,NA,frac_mn,1.2174054136082337,0.1
1,class,1,NA,frac_mn,1.2126902636133836,0.1
1,class,2,NA,frac_mn,1.2119687581592724,0.1
1,class,-1,NA,gyrate_mn,2.772830058945657,0.1
1,class,0,NA,gyrate_mn,27.86861627103321,0.1
1,class,1,NA,gyrate_mn,30.31714123818889,0.1
1,class,2,NA,gyrate_mn,24.506248557599857,0.1
1,class,-1,NA,iji,97.16257065180474,0.1
1,class,0,NA,iji,73.74428376319231,0.1
1,class,1,NA,iji,66.23287796005005,0.1
1,class,2,NA,iji,69.67145567890005,0.1
1,class,-1,NA,lpi,12.91176466695719,0.1
1,class,0,NA,lpi,12.820518412036039,0.1
1,class,1,NA,lpi,38.49146232711158,0.1
1,class,2,NA,lpi,2.592550460358051,0.1
1,class,-1,NA,lsi,233.1766116941529,0.1
1,class,0,NA,lsi,244.17102315160568,0.1
1,class,1,NA,lsi,139.2540011609586,0.1
1,class,2,NA,lsi,176.36141384388807,0.1
1,class,-1,NA,mesh,11398.079435200845,0.1
1,class,0,NA,mesh,11194.369961763865,0.1
1,class,1,NA,mesh,108247.67867362671,0.1
1,class,2,NA,mesh,454.1330307376198,0.1
1,class,-1,NA,ndca,8794,0.1
1,class,0,NA,ndca,63166,0.1
1,class,1,NA,ndca,21123,0.1
1,class,2,NA,ndca,15916,0.1
1,class,-1,NA,nlsi,0.069642857624689,0.1
1,class,0,NA,nlsi,0.060554198325355156,0.1
1,class,1,NA,nlsi,0.026915070888275557,0.1
1,class,2,NA,nlsi,0.10338296544101495,0.1
1,class,-1,NA,np,150683,0.1
1,class,0,NA,np,45871,0.1
1,class,1,NA,np,12308,0.1
1,class,2,NA,np,15311,0.1
1,class,-1,NA,pafrac,1.58709397431763,0.1
1,class,0,NA,pafrac,1.5637366254583838,0.1
1,class,1,NA,pafrac,1.5636320142677465,0.1
1,class,2,NA,pafrac,1.5996204876405649,0.1
1,class,-1,NA,para_mn,0.3761881242447627,0.1
1,class,0,NA,para_mn,0.22724359569531785,0.1
1,class,1,NA,para_mn,0.22790748400801342,0.1
1,class,2,NA,para_mn,0.23003089388242742,0.1
1,class,-1,NA,pd,22.66162221499803,0.1
1,class,0,NA,pd,6.8986632375528405,0.1
1,class,1,NA,pd,1.8510332699919418,0.1
1,class,2,NA,pd,2.3026625281805835,0.1
1,class,-1,NA,pladj,93.00781594908223,0.1
1,class,0,NA,pladj,93.92119200873512,0.1
1,class,1,NA,pladj,97.69043845503373,0.1
1,class,2,NA,pladj,89.60887523645893,0.1
1,class,-1,NA,pland,16.726100856468324,0.1
1,class,0,NA,pland,24.266339323935526,0.1
1,class,1,NA,pland,54.674671127273854,0.1
1,class,2,NA,pland,4.332888692322298,0.1
1,class,-1,NA,shape_mn,1.113956062511423,0.1
1,class,0,NA,shape_mn,2.4855036125492265,0.1
1,class,1,NA,shape_mn,2.4161167253278926,0.1
1,class,2,NA,shape_mn,2.3561568042798866,0.1
1,class,-1,NA,split,58.33666310014494,0.1
1,class,0,NA,split,59.398244141578225,0.1
1,class,1,NA,split,6.14263444858519,0.1
1,class,2,NA,split,1464.165508771741,0.1
1,class,-1,NA,tca,95698.62000000001,0.1
1,class,0,NA,tca,140738.63,0.1
1,class,1,NA,tca,344433.82,0.1
1,class,2,NA,tca,22686.309999999998,0.1
1,class,-1,NA,te,30761700,0.1
1,class,0,NA,te,39097350,0.1
