layer,level,class,id,metric,value,dependencia_terreno
1,landscape,NA,NA,ai,96.0308402347158,0.6
1,landscape,NA,NA,area_mn,3.8185823154098393,0.6
1,landscape,NA,NA,cai_mn,4.452138012832073,0.6
1,landscape,NA,NA,circle_mn,0.5492215748892683,0.6
1,landscape,NA,NA,cohesion,99.94581109636447,0.6
1,landscape,NA,NA,condent,0.28078439593192583,0.6
1,landscape,NA,NA,contag,52.987748433006445,0.6
1,landscape,NA,NA,contig_mn,0.2244332219898204,0.6
1,landscape,NA,NA,core_mn,3.4793199869062574,0.6
1,landscape,NA,NA,dcad,15.012349044837961,0.6
1,landscape,NA,NA,dcore_mn,0.5732589057537806,0.6
1,landscape,NA,NA,division,0.7996852464502314,0.6
1,landscape,NA,NA,ed,79.02511906890322,0.6
1,landscape,NA,NA,ent,1.5997056667478164,0.6
1,landscape,NA,NA,frac_mn,1.1062194485274133,0.6
1,landscape,NA,NA,gyrate_mn,14.574149641493134,0.6
1,landscape,NA,NA,iji,83.16533675902834,0.6
1,landscape,NA,NA,joinent,1.8804900626797423,0.6
1,landscape,NA,NA,lpi,38.49146232711158,0.6
1,landscape,NA,NA,lsi,164.31470353792383,0.6
1,landscape,NA,NA,mesh,133194.4717936531,0.6
1,landscape,NA,NA,msidi,0.9475979118424391,0.6
1,landscape,NA,NA,msiei,0.6835474040859121,0.6
1,landscape,NA,NA,mutinf,1.3189212708158906,0.6
1,landscape,NA,NA,ndca,99821,0.6
1,landscape,NA,NA,np,174129,0.6
1,landscape,NA,NA,pafrac,1.540461444848478,0.6
1,landscape,NA,NA,para_mn,0.3082672520810767,0.6
1,landscape,NA,NA,pd,26.187729303739587,0.6
1,landscape,NA,NA,pladj,96.04717584941756,0.6
1,landscape,NA,NA,pr,4,0.6
1,landscape,NA,NA,prd,6.015707734780441e-4,0.6
1,landscape,NA,NA,relmutinf,0.8244774637182117,0.6
1,landscape,NA,NA,rpr,NA,0.6
1,landscape,NA,NA,shape_mn,1.647279532204381,0.6
1,landscape,NA,NA,shdi,1.1088425290414632,0.6
1,landscape,NA,NA,shei,0.7998608088874477,0.6
1,landscape,NA,NA,sidi,0.6123288738659263,0.6
1,landscape,NA,NA,siei,0.8164384984879017,0.6
1,landscape,NA,NA,split,4.992143525521938,0.6
1,landscape,NA,NA,ta,664925.9199999998,0.6
1,landscape,NA,NA,tca,605850.5099999999,0.6
1,landscape,NA,NA,te,52545850,0.6
